Date,Tokyo,Paris,New York
1998-03-29,15.53,15.08,15.16
1998-03-30,17.15,13.4,18.75
1998-03-31,11.97,14.38,15.86
1998-04-01,5.05,13.07,13.34
1998-04-02,6.18,11.65,11.13
1998-04-03,9.7,10.39,8.3
1998-04-04,12.06,10.09,6.94
1998-04-05,15.09,9.4,8.94
1998-04-06,13.13,8.73,10.87
1998-04-07,14.44,7.03,10.34
1998-04-08,13.62,7.66,7.56
1998-04-09,11.13,7.51,7.2
1998-04-10,16.66,6.93,8.9
1998-04-11,17.89,6.38,8.88
1998-04-12,18.55,4.89,10.63
1998-04-13,21.04,3.41,11.92
1998-04-14,20.24,4.87,10.5
1998-04-15,17.12,6.17,11.2
1998-04-16,14.7,6.17,15.33
1998-04-17,12.76,6.63,12.68
1998-04-18,14.88,6.97,11.48
1998-04-19,18.03,8.15,10.58
1998-04-20,20.25,10.86,12.71
1998-04-21,20.79,11.82,12.8
1998-04-22,20.89,16.05,10.67
1998-04-23,20.7,13.53,12.2
1998-04-24,20.53,12.5,14.73
1998-04-25,19.55,13.36,9.58
1998-04-26,13.88,11.68,8.56
1998-04-27,14.67,9.61,10.17
1998-04-28,18.13,9.31,13.33
1998-04-29,20.54,11.05,15.15
1998-04-30,17.49,12.27,14.85
1998-05-01,18.54,10.49,14.81
1998-05-02,22.19,9.76,14.44
1998-05-03,18.09,9.22,14.15
1998-05-04,14.69,9.21,14.57
1998-05-05,17.67,10.56,14.56
1998-05-06,20.32,12.0,15.13
1998-05-07,22.69,13.08,13.18
1998-05-08,21.09,17.06,13.98
1998-05-09,17.92,18.74,13.57
1998-05-10,18.16,20.03,12.1
1998-05-11,14.51,20.58,12.52
1998-05-12,19.53,21.31,11.56
1998-05-13,20.73,22.22,11.9
1998-05-14,16.4,21.19,15.23
1998-05-15,19.66,19.88,19.04
1998-05-16,20.48,18.17,15.35
1998-05-17,21.56,17.08,18.67
1998-05-18,21.49,17.47,22.0
1998-05-19,20.93,18.14,18.84
1998-05-20,21.78,17.82,21.12
1998-05-21,22.74,15.87,16.05
1998-05-22,21.22,11.21,16.63
1998-05-23,21.77,11.64,19.68
1998-05-24,21.81,13.87,17.76
1998-05-25,21.08,14.48,19.52
1998-05-26,16.75,14.23,20.08
1998-05-27,19.43,13.87,20.73
1998-05-28,20.97,13.32,22.25
1998-05-29,20.53,14.25,23.13
1998-05-30,22.56,17.15,22.53
1998-05-31,21.89,14.15,21.04
1998-06-01,22.45,16.08,17.89
1998-06-02,19.27,17.78,18.03
1998-06-03,18.63,16.32,15.98
1998-06-04,22.67,16.6,16.74
1998-06-05,18.73,19.47,16.9
1998-06-06,15.61,20.75,16.11
1998-06-07,16.11,16.88,15.11
1998-06-08,19.27,16.21,16.68
1998-06-09,19.66,18.68,16.92
1998-06-10,19.3,16.73,16.88
1998-06-11,20.39,12.91,17.57
1998-06-12,19.59,11.92,18.68
1998-06-13,19.16,12.16,19.02
1998-06-14,19.61,14.43,19.28
1998-06-15,22.44,14.11,21.28
1998-06-16,22.2,13.9,22.46
1998-06-17,22.78,15.02,22.81
1998-06-18,22.64,17.57,23.64
1998-06-19,24.0,20.63,24.39
1998-06-20,25.09,24.12,23.53
1998-06-21,20.14,22.81,20.54
1998-06-22,17.5,17.44,21.08
1998-06-23,18.61,18.44,23.17
1998-06-24,21.61,21.83,25.67
1998-06-25,23.77,18.38,27.76
1998-06-26,26.11,18.0,26.01
1998-06-27,27.03,16.74,21.54
1998-06-28,26.64,16.24,21.61
1998-06-29,23.69,17.23,24.21
1998-06-30,24.88,15.81,21.92
1998-07-01,25.53,17.13,22.01
1998-07-02,26.67,16.1,23.71
1998-07-03,28.8,15.98,23.94
1998-07-04,29.03,16.24,23.39
1998-07-05,26.33,15.81,22.09
1998-07-06,26.4,16.78,21.71
1998-07-07,26.82,15.71,20.09
1998-07-08,27.77,15.92,20.99
1998-07-09,28.45,15.55,24.51
1998-07-10,25.56,17.77,22.17
1998-07-11,24.62,19.17,22.79
1998-07-12,20.48,20.13,24.35
1998-07-13,20.29,16.44,24.95
1998-07-14,21.59,15.22,25.36
1998-07-15,22.05,15.42,25.51
1998-07-16,20.68,15.94,26.18
1998-07-17,21.39,17.04,26.28
1998-07-18,23.52,17.23,25.46
1998-07-19,24.26,20.59,27.04
1998-07-20,23.8,24.36,27.32
1998-07-21,23.01,19.27,28.43
1998-07-22,23.05,18.84,28.02
1998-07-23,25.32,18.99,26.68
1998-07-24,24.96,18.66,24.64
1998-07-25,25.5,17.62,24.7
1998-07-26,26.77,18.37,24.42
1998-07-27,27.25,17.4,25.24
1998-07-28,27.23,15.97,26.73
1998-07-29,26.69,17.93,25.9
1998-07-30,24.68,17.42,22.7
1998-07-31,25.3,16.96,22.44
1998-08-01,26.82,16.17,22.92
1998-08-02,28.01,15.82,23.32
1998-08-03,28.58,18.24,24.15
1998-08-04,27.42,19.13,24.07
1998-08-05,27.62,18.35,24.38
1998-08-06,27.18,19.29,23.72
1998-08-07,26.76,21.25,23.74
1998-08-08,22.76,25.05,24.51
1998-08-09,22.8,26.49,24.89
1998-08-10,25.56,27.19,25.86
1998-08-11,27.08,27.27,25.05
1998-08-12,28.4,21.74,21.96
1998-08-13,28.01,17.98,22.8
1998-08-14,26.98,19.31,23.52
1998-08-15,26.86,21.7,24.85
1998-08-16,29.05,20.6,24.6
1998-08-17,27.22,20.01,24.59
1998-08-18,25.66,19.02,19.79
1998-08-19,26.63,19.7,19.89
1998-08-20,27.79,19.16,22.27
1998-08-21,27.04,17.31,23.67
1998-08-22,25.45,15.74,24.13
1998-08-23,26.25,16.77,26.86
1998-08-24,27.18,16.92,27.78
1998-08-25,28.04,16.07,27.1
1998-08-26,27.72,15.91,25.12
1998-08-27,26.91,13.89,24.34
1998-08-28,26.24,13.2,25.07
1998-08-29,26.12,13.96,25.74
1998-08-30,24.5,15.98,25.46
1998-08-31,23.17,17.95,23.4
1998-09-01,23.31,21.15,22.27
1998-09-02,23.75,19.62,21.39
1998-09-03,23.39,17.45,22.99
1998-09-04,23.33,15.08,22.61
1998-09-05,23.65,16.53,24.25
1998-09-06,23.44,16.74,25.81
1998-09-07,21.79,17.69,19.6
1998-09-08,24.03,17.1,16.89
1998-09-09,24.74,19.61,17.82
1998-09-10,24.73,18.09,18.86
1998-09-11,24.34,14.07,22.47
1998-09-12,23.74,11.61,23.11
1998-09-13,24.62,10.06,21.56
1998-09-14,24.42,12.05,23.33
1998-09-15,25.41,13.62,24.92
1998-09-16,26.02,14.74,21.42
1998-09-17,23.28,13.37,20.09
1998-09-18,23.87,13.85,20.3
1998-09-19,26.2,14.89,21.14
1998-09-20,26.68,15.61,23.09
1998-09-21,26.25,15.45,22.47
1998-09-22,26.58,14.91,16.37
1998-09-23,25.08,16.22,14.87
1998-09-24,25.31,16.55,17.66
1998-09-25,25.69,17.76,19.8
1998-09-26,21.61,15.46,23.81
1998-09-27,19.43,13.88,22.01
1998-09-28,20.76,15.17,16.89
1998-09-29,21.54,15.17,18.43
1998-09-30,21.56,15.63,20.49
1998-10-01,23.41,13.33,13.65
1998-10-02,24.28,11.91,13.21
1998-10-03,22.36,8.13,11.9
1998-10-04,22.27,8.47,15.13
1998-10-05,20.24,8.55,13.13
1998-10-06,20.71,8.63,13.31
1998-10-07,21.27,9.08,18.46
1998-10-08,22.47,10.19,17.02
1998-10-09,21.64,9.69,15.03
1998-10-10,20.12,11.88,16.97
1998-10-11,17.86,11.54,15.65
1998-10-12,18.64,11.95,15.2
1998-10-13,19.5,11.29,16.05
1998-10-14,21.95,15.7,13.14
1998-10-15,23.88,13.52,13.04
1998-10-16,21.87,13.74,13.12
1998-10-17,19.24,13.13,16.29
1998-10-18,23.22,9.25,18.19
1998-10-19,21.76,8.41,14.68
1998-10-20,17.96,9.64,12.24
1998-10-21,14.31,12.22,9.41
1998-10-22,16.31,14.79,10.18
1998-10-23,15.56,14.85,13.82
1998-10-24,14.53,11.83,14.88
1998-10-25,18.05,11.73,13.65
1998-10-26,16.55,8.83,12.42
1998-10-27,15.04,11.66,12.91
1998-10-28,19.3,15.16,12.25
1998-10-29,17.46,10.62,10.18
1998-10-30,18.74,8.87,9.52
1998-10-31,19.31,9.82,9.84
1998-11-01,18.14,9.56,10.07
1998-11-02,16.27,7.89,7.52
1998-11-03,18.43,9.17,6.16
1998-11-04,17.88,6.51,5.72
1998-11-05,14.06,5.85,5.42
1998-11-06,12.36,8.82,6.31
1998-11-07,12.84,5.64,6.8
1998-11-08,16.19,8.63,7.42
1998-11-09,16.85,13.1,8.25
1998-11-10,14.03,10.08,13.93
1998-11-11,12.84,5.48,8.97
1998-11-12,12.18,5.59,8.38
1998-11-13,13.14,6.44,8.69
1998-11-14,14.73,6.39,11.41
1998-11-15,15.25,6.8,7.82
1998-11-16,16.98,4.48,9.57
1998-11-17,16.11,0.75,6.56
1998-11-18,11.1,-0.84,7.06
1998-11-19,8.93,0.8,10.82
1998-11-20,9.06,-0.71,7.79
1998-11-21,10.26,-2.21,5.56
1998-11-22,7.3,-4.09,7.77
1998-11-23,9.51,-4.44,11.81
1998-11-24,10.65,-3.22,6.27
1998-11-25,9.45,1.05,9.61
1998-11-26,9.34,3.83,8.33
1998-11-27,11.98,6.88,7.85
1998-11-28,10.84,4.59,9.26
1998-11-29,9.01,5.95,10.17
1998-11-30,11.7,2.99,12.56
1998-12-01,12.85,1.15,9.43
1998-12-02,6.13,-1.06,11.89
1998-12-03,4.49,-0.57,14.67
1998-12-04,7.58,0.22,11.01
1998-12-05,8.29,2.02,10.88
1998-12-06,9.31,0.75,14.91
1998-12-07,9.04,0.57,9.63
1998-12-08,11.25,2.2,7.02
1998-12-09,8.43,4.84,6.05
1998-12-10,7.2,6.55,6.52
1998-12-11,7.35,8.33,4.21
1998-12-12,6.54,11.65,5.32
1998-12-13,7.72,9.42,4.53
1998-12-14,9.42,10.07,3.62
1998-12-15,11.14,9.39,5.19
1998-12-16,9.38,7.61,5.03
1998-12-17,9.36,4.13,2.73
1998-12-18,7.87,7.29,4.94
1998-12-19,8.52,7.53,7.8
1998-12-20,8.09,3.94,8.06
1998-12-21,6.59,0.92,9.55
1998-12-22,8.17,1.54,-3.43
1998-12-23,8.98,0.98,-2.4
1998-12-24,6.38,3.5,-1.43
1998-12-25,6.64,7.25,-2.21
1998-12-26,7.3,8.82,-0.27
1998-12-27,6.57,10.36,2.98
1998-12-28,8.36,7.45,2.78
1998-12-29,8.08,6.03,0.25
1998-12-30,6.57,8.14,-5.73
1998-12-31,4.01,8.86,-4.1
1999-01-01,4.24,7.95,-9.11
1999-01-02,5.11,7.51,3.41
1999-01-03,5.21,7.68,-1.51
1999-01-04,4.43,12.07,-5.27
1999-01-05,5.26,10.79,-4.76
1999-01-06,6.43,8.57,-0.66
1999-01-07,6.1,8.0,-3.83
1999-01-08,1.8,6.75,4.34
1999-01-09,1.76,4.09,-2.4
1999-01-10,3.5,0.02,-4.22
1999-01-11,4.11,-0.3,1.31
1999-01-12,4.74,-0.89,3.98
1999-01-13,4.9,3.6,-6.13
1999-01-14,5.34,6.41,0.7
1999-01-15,3.89,6.87,-1.18
1999-01-16,6.58,8.84,4.18
1999-01-17,5.4,6.19,6.31
1999-01-18,6.23,3.55,5.03
1999-01-19,6.94,7.27,3.85
1999-01-20,8.38,8.67,2.79
1999-01-21,4.39,7.49,4.62
1999-01-22,6.46,6.14,6.93
1999-01-23,8.49,5.22,11.66
1999-01-24,4.94,7.11,3.67
1999-01-25,6.09,10.94,1.22
1999-01-26,8.13,6.72,2.04
1999-01-27,6.42,5.58,2.84
1999-01-28,8.51,8.63,1.1
1999-01-29,4.09,3.25,-0.84
1999-01-30,3.03,-1.1,-4.34
1999-01-31,5.79,0.14,-1.64
1999-02-01,6.51,2.44,5.76
1999-02-02,5.37,5.99,8.11
1999-02-03,1.68,6.46,5.69
1999-02-04,2.08,8.8,3.98
1999-02-05,4.18,7.89,1.17
1999-02-06,4.3,6.64,2.67
1999-02-07,5.7,3.72,1.33
1999-02-08,7.25,0.31,1.76
1999-02-09,7.07,0.81,5.14
1999-02-10,6.56,-0.21,3.67
1999-02-11,3.97,0.96,8.96
1999-02-12,4.49,-1.43,3.25
1999-02-13,1.54,-1.74,-2.19
1999-02-14,2.9,0.21,-0.83
1999-02-15,5.49,2.51,3.33
1999-02-16,7.57,5.63,5.14
1999-02-17,9.12,5.5,5.35
1999-02-18,11.22,8.66,2.48
1999-02-19,3.3,9.8,2.12
1999-02-20,3.84,9.61,-0.3
1999-02-21,3.06,8.32,-4.13
1999-02-22,5.36,5.22,-6.05
1999-02-23,7.0,4.19,-1.66
1999-02-24,5.64,4.6,-0.52
1999-02-25,7.72,2.95,1.97
1999-02-26,9.52,3.42,2.87
1999-02-27,7.35,5.95,4.61
1999-02-28,6.04,6.39,4.98
1999-03-01,7.88,9.42,4.0
1999-03-02,9.99,11.88,6.58
1999-03-03,8.91,8.47,6.14
1999-03-04,11.41,6.5,1.94
1999-03-05,13.05,4.56,3.99
1999-03-06,10.47,2.81,0.68
1999-03-07,6.36,3.52,-3.97
1999-03-08,8.75,4.44,-1.93
1999-03-09,4.59,7.15,0.99
1999-03-10,6.21,6.74,0.73
1999-03-11,5.71,8.86,-0.44
1999-03-12,5.19,11.9,1.89
1999-03-13,8.65,11.43,2.51
1999-03-14,13.73,9.92,1.46
1999-03-15,14.95,8.52,3.19
1999-03-16,12.06,8.34,7.96
1999-03-17,14.48,8.55,11.09
1999-03-18,16.36,8.11,6.08
1999-03-19,14.03,6.96,4.35
1999-03-20,5.09,6.9,4.98
1999-03-21,6.57,6.83,7.04
1999-03-22,5.39,6.88,5.74
1999-03-23,8.84,8.88,8.33
1999-03-24,12.08,10.16,7.44
1999-03-25,12.24,9.45,3.72
1999-03-26,14.74,8.03,5.6
1999-03-27,10.15,6.02,6.58
1999-03-28,7.31,7.22,10.69
1999-03-29,5.79,9.64,11.42
1999-03-30,7.03,11.6,12.14
1999-03-31,8.46,13.07,12.03
1999-04-01,14.16,13.73,11.76
1999-04-02,14.3,12.94,9.14
1999-04-03,9.63,11.95,11.27
1999-04-04,12.07,11.84,7.02
1999-04-05,13.21,14.59,9.7
1999-04-06,10.23,14.13,12.93
1999-04-07,9.6,10.33,15.63
1999-04-08,8.03,10.35,11.32
1999-04-09,11.94,10.27,8.8
1999-04-10,13.38,10.42,6.65
1999-04-11,15.11,8.67,6.92
1999-04-12,16.38,9.17,9.28
1999-04-13,16.9,7.3,11.17
1999-04-14,14.42,3.8,12.44
1999-04-15,14.16,4.61,9.69
1999-04-16,14.03,5.53,9.21
1999-04-17,15.94,6.95,10.76
1999-04-18,14.38,6.63,10.35
1999-04-19,14.38,7.41,8.47
1999-04-20,17.64,9.85,9.68
1999-04-21,15.21,12.05,10.98
1999-04-22,17.12,11.37,10.64
1999-04-23,14.75,9.96,8.67
1999-04-24,14.96,9.98,9.88
1999-04-25,16.27,11.34,14.08
1999-04-26,16.97,12.94,12.48
1999-04-27,17.94,14.47,11.53
1999-04-28,16.65,14.02,13.02
1999-04-29,11.28,14.49,11.45
1999-04-30,13.57,14.66,11.81
1999-05-01,15.82,15.96,12.76
1999-05-02,17.33,15.92,12.88
1999-05-03,17.63,17.02,13.3
1999-05-04,17.86,15.43,15.12
1999-05-05,17.75,15.51,14.29
1999-05-06,16.89,15.75,13.33
1999-05-07,19.08,15.72,14.5
1999-05-08,19.41,14.2,15.75
1999-05-09,19.97,15.97,16.36
1999-05-10,18.91,16.79,14.91
1999-05-11,17.51,13.64,15.4
1999-05-12,19.24,13.94,15.16
1999-05-13,20.66,13.54,12.68
1999-05-14,18.91,13.5,13.51
1999-05-15,16.69,12.91,13.95
1999-05-16,16.38,11.44,15.15
1999-05-17,17.49,12.79,16.07
1999-05-18,18.69,15.19,16.88
1999-05-19,18.39,15.1,16.94
1999-05-20,20.58,12.71,17.02
1999-05-21,20.88,15.34,18.11
1999-05-22,20.28,13.63,16.44
1999-05-23,21.76,13.7,16.92
1999-05-24,19.66,16.07,16.3
1999-05-25,21.86,14.65,17.77
1999-05-26,20.3,15.76,16.84
1999-05-27,21.72,20.3,19.04
1999-05-28,19.32,19.85,21.38
1999-05-29,18.69,22.46,22.45
1999-05-30,20.22,19.85,22.15
1999-05-31,19.89,18.27,22.96
1999-06-01,21.94,19.85,23.98
1999-06-02,22.95,19.03,23.92
1999-06-03,22.85,14.83,20.86
1999-06-04,21.61,14.81,20.35
1999-06-05,23.49,13.64,19.92
1999-06-06,23.05,13.96,25.5
1999-06-07,21.64,13.73,28.08
1999-06-08,22.45,12.72,25.09
1999-06-09,21.31,15.35,18.09
1999-06-10,21.93,15.44,18.06
1999-06-11,21.8,14.66,19.08
1999-06-12,22.68,16.12,21.3
1999-06-13,23.5,14.58,21.56
1999-06-14,23.66,16.51,22.45
1999-06-15,24.57,18.51,19.36
1999-06-16,25.78,20.08,17.88
1999-06-17,22.43,19.29,17.85
1999-06-18,17.45,16.36,20.27
1999-06-19,17.42,17.18,19.26
1999-06-20,18.87,15.45,17.93
1999-06-21,21.93,13.16,20.76
1999-06-22,21.58,13.63,23.49
1999-06-23,23.0,15.69,23.9
1999-06-24,24.54,17.58,22.33
1999-06-25,21.21,19.06,25.03
1999-06-26,22.29,18.11,26.06
1999-06-27,23.33,16.53,26.32
1999-06-28,20.72,15.74,26.7
1999-06-29,21.13,18.14,22.93
1999-06-30,22.93,17.09,22.94
1999-07-01,23.58,17.52,25.98
1999-07-02,24.33,22.11,25.57
1999-07-03,24.38,21.81,28.59
1999-07-04,24.31,18.23,30.88
1999-07-05,21.13,18.42,31.52
1999-07-06,20.32,17.46,28.53
1999-07-07,20.59,17.45,26.12
1999-07-08,21.05,18.97,24.07
1999-07-09,20.94,20.07,26.82
1999-07-10,22.67,20.91,22.09
1999-07-11,23.89,23.09,21.6
1999-07-12,24.56,23.51,21.02
1999-07-13,24.17,20.71,20.55
1999-07-14,25.45,18.17,22.16
1999-07-15,26.06,18.47,26.43
1999-07-16,26.49,17.57,27.94
1999-07-17,25.95,20.36,28.36
1999-07-18,24.87,23.36,27.49
1999-07-19,24.8,21.79,24.92
1999-07-20,25.75,21.02,24.17
1999-07-21,26.79,18.42,24.22
1999-07-22,27.57,16.35,25.61
1999-07-23,27.78,16.18,27.9
1999-07-24,28.02,18.64,28.32
1999-07-25,28.17,22.71,27.46
1999-07-26,28.28,22.83,28.08
1999-07-27,28.04,21.32,28.94
1999-07-28,27.87,22.62,26.87
1999-07-29,28.32,23.14,26.61
1999-07-30,28.46,22.7,26.8
1999-07-31,28.29,23.07,28.79
1999-08-01,28.6,22.93,27.51
1999-08-02,28.18,23.77,25.5
1999-08-03,28.59,21.05,24.71
1999-08-04,28.61,21.97,24.69
1999-08-05,28.04,21.72,25.45
1999-08-06,27.76,21.52,25.02
1999-08-07,27.91,20.82,25.11
1999-08-08,28.18,20.21,23.26
1999-08-09,27.94,18.55,20.94
1999-08-10,27.1,18.5,23.51
1999-08-11,27.76,17.15,24.73
1999-08-12,28.35,16.65,25.92
1999-08-13,26.56,17.64,25.28
1999-08-14,26.41,17.65,23.04
1999-08-15,27.6,16.54,23.06
1999-08-16,27.63,16.21,24.82
1999-08-17,28.87,15.87,26.57
1999-08-18,28.82,17.21,23.39
1999-08-19,28.23,16.59,21.27
1999-08-20,27.49,16.25,17.88
1999-08-21,27.48,16.31,18.59
1999-08-22,28.19,16.67,21.29
1999-08-23,28.93,19.01,23.45
1999-08-24,27.41,21.61,23.18
1999-08-25,26.41,23.49,22.91
1999-08-26,26.6,21.84,23.3
1999-08-27,27.08,18.75,24.41
1999-08-28,27.46,18.06,25.5
1999-08-29,27.63,18.53,19.45
1999-08-30,27.47,19.14,19.45
1999-08-31,28.61,18.83,20.23
1999-09-01,28.01,19.63,21.28
1999-09-02,25.95,19.98,21.44
1999-09-03,26.7,18.95,22.76
1999-09-04,24.81,19.45,23.25
1999-09-05,25.88,20.15,24.35
1999-09-06,26.59,18.81,24.06
1999-09-07,26.8,17.98,23.81
1999-09-08,27.54,19.35,24.04
1999-09-09,27.61,19.43,22.75
1999-09-10,27.49,20.75,21.82
1999-09-11,27.36,22.25,21.23
1999-09-12,28.95,20.37,21.03
1999-09-13,28.52,17.03,20.98
1999-09-14,28.36,16.92,20.95
1999-09-15,26.33,14.77,20.37
1999-09-16,24.3,15.28,18.02
1999-09-17,23.88,15.36,17.6
1999-09-18,25.06,15.45,18.69
1999-09-19,26.83,16.27,18.96
1999-09-20,27.41,15.9,17.55
1999-09-21,23.59,15.77,13.05
1999-09-22,21.22,17.95,14.74
1999-09-23,23.56,18.43,18.08
1999-09-24,26.82,17.81,19.18
1999-09-25,27.47,17.3,16.5
1999-09-26,24.97,15.44,18.03
1999-09-27,24.02,15.25,19.85
1999-09-28,24.37,15.57,20.56
1999-09-29,23.89,16.27,19.32
1999-09-30,25.6,15.39,15.86
1999-10-01,23.15,15.19,17.19
1999-10-02,25.26,13.45,18.79
1999-10-03,20.69,10.84,17.73
1999-10-04,19.51,9.53,10.96
1999-10-05,19.71,8.76,12.26
1999-10-06,21.9,8.28,9.4
1999-10-07,22.24,8.92,11.18
1999-10-08,21.73,12.26,16.22
1999-10-09,18.51,13.62,17.2
1999-10-10,19.11,14.26,18.78
1999-10-11,22.04,15.2,13.56
1999-10-12,24.68,11.74,15.47
1999-10-13,24.33,10.44,14.46
1999-10-14,21.46,10.63,9.84
1999-10-15,17.86,9.85,14.18
1999-10-16,18.52,9.34,15.95
1999-10-17,15.61,8.1,14.54
1999-10-18,14.82,6.62,9.2
1999-10-19,14.64,4.77,12.04
1999-10-20,15.57,9.72,11.03
1999-10-21,17.86,12.67,11.79
1999-10-22,17.66,12.93,11.08
1999-10-23,15.84,12.84,9.27
1999-10-24,14.85,12.91,9.54
1999-10-25,14.83,13.04,11.52
1999-10-26,16.9,12.74,11.88
1999-10-27,17.48,9.83,8.64
1999-10-28,18.78,11.18,11.24
1999-10-29,19.37,11.41,12.6
1999-10-30,18.58,15.5,14.75
1999-10-31,17.09,11.61,14.76
1999-11-01,19.27,12.85,15.32
1999-11-02,14.52,11.94,12.83
1999-11-03,13.98,8.31,7.06
1999-11-04,13.36,6.12,10.08
1999-11-05,14.27,7.78,14.01
1999-11-06,15.67,7.84,9.03
1999-11-07,15.79,6.59,5.34
1999-11-08,15.61,8.78,9.62
1999-11-09,14.45,10.22,15.5
1999-11-10,11.99,8.33,10.42
1999-11-11,14.07,7.11,5.55
1999-11-12,15.8,4.44,10.09
1999-11-13,15.05,2.42,10.65
1999-11-14,15.1,6.56,7.35
1999-11-15,15.55,3.44,3.38
1999-11-16,11.0,0.23,3.07
1999-11-17,10.56,2.73,4.69
1999-11-18,11.58,1.86,8.95
1999-11-19,12.51,3.25,12.28
1999-11-20,13.03,1.01,12.15
1999-11-21,13.37,-0.37,10.58
1999-11-22,13.99,0.14,12.99
1999-11-23,13.82,5.63,14.07
1999-11-24,12.62,7.0,11.96
1999-11-25,14.63,8.37,12.67
1999-11-26,12.39,5.88,13.56
1999-11-27,9.51,8.63,8.92
1999-11-28,10.52,8.08,5.57
1999-11-29,9.79,7.11,2.4
1999-11-30,10.25,6.26,-0.81
1999-12-01,10.75,9.06,1.66
1999-12-02,10.38,9.03,5.7
1999-12-03,7.66,8.6,9.61
1999-12-04,7.84,6.3,9.89
1999-12-05,11.03,3.16,11.88
1999-12-06,10.19,5.23,8.86
1999-12-07,6.84,7.75,4.41
1999-12-08,9.16,8.76,5.35
1999-12-09,10.77,8.2,8.14
1999-12-10,9.51,5.73,6.33
1999-12-11,9.35,10.4,3.77
1999-12-12,7.26,8.78,4.42
1999-12-13,8.1,6.38,5.64
1999-12-14,7.47,4.4,6.76
1999-12-15,6.06,1.1,7.76
1999-12-16,7.62,1.0,3.62
1999-12-17,10.32,4.18,3.46
1999-12-18,6.08,6.38,2.25
1999-12-19,5.29,3.2,5.14
1999-12-20,5.63,-0.07,8.53
1999-12-21,5.35,-0.66,3.06
1999-12-22,4.55,1.13,0.88
1999-12-23,5.32,5.56,-1.57
1999-12-24,7.07,8.52,-4.19
1999-12-25,7.88,7.76,-1.23
1999-12-26,5.96,7.6,0.49
1999-12-27,6.65,4.39,-2.42
1999-12-28,7.4,3.35,-0.57
1999-12-29,9.27,2.14,3.51
1999-12-30,8.69,2.6,2.96
1999-12-31,7.98,6.33,2.63
2000-01-01,6.45,7.93,6.59
2000-01-02,6.52,7.8,12.07
2000-01-03,9.23,7.11,12.38
2000-01-04,7.96,8.15,4.94
2000-01-05,9.14,7.5,0.55
2000-01-06,11.46,7.07,3.98
2000-01-07,12.87,4.99,1.72
2000-01-08,7.6,7.13,4.19
2000-01-09,9.23,4.42,7.78
2000-01-10,9.56,0.43,8.27
2000-01-11,6.09,-2.03,5.25
2000-01-12,4.62,-0.47,1.58
2000-01-13,9.32,1.05,-6.22
2000-01-14,10.0,2.17,-6.05
2000-01-15,6.7,2.12,1.45
2000-01-16,6.71,1.89,-8.4
2000-01-17,6.05,4.92,-11.95
2000-01-18,6.92,6.15,-6.96
2000-01-19,5.07,4.65,-3.36
2000-01-20,5.5,3.46,-7.47
2000-01-21,2.08,4.32,-10.58
2000-01-22,4.44,4.27,-5.93
2000-01-23,6.73,3.37,-0.76
2000-01-24,7.96,-0.29,-1.59
2000-01-25,2.75,-2.68,-3.15
2000-01-26,2.41,-3.51,-7.93
2000-01-27,1.6,-2.72,-9.89
2000-01-28,3.61,0.92,-6.79
2000-01-29,5.96,8.51,-5.95
2000-01-30,7.95,10.7,0.68
2000-01-31,4.34,9.78,-1.7
2000-02-01,4.5,8.08,-3.01
2000-02-02,5.9,6.32,-3.78
2000-02-03,6.73,4.59,-1.06
2000-02-04,5.33,5.5,-0.93
2000-02-05,6.75,6.64,-1.21
2000-02-06,7.05,6.98,0.46
2000-02-07,8.46,8.28,-3.31
2000-02-08,5.9,10.47,-0.12
2000-02-09,3.55,7.14,2.86
2000-02-10,4.52,5.52,4.34
2000-02-11,5.84,2.92,-1.65
2000-02-12,7.5,4.57,-1.87
2000-02-13,7.25,8.81,5.95
2000-02-14,6.07,7.93,2.8
2000-02-15,2.92,8.89,2.16
2000-02-16,2.06,4.59,0.28
2000-02-17,3.32,4.39,-1.04
2000-02-18,3.23,8.29,-0.21
2000-02-19,4.9,6.3,0.68
2000-02-20,4.45,3.17,1.18
2000-02-21,3.37,3.6,1.98
2000-02-22,4.03,5.58,3.96
2000-02-23,5.26,6.62,7.27
2000-02-24,3.56,10.27,7.13
2000-02-25,2.76,7.97,4.22
2000-02-26,3.33,4.97,5.82
2000-02-27,4.55,8.61,8.97
2000-02-28,5.73,8.55,5.63
2000-02-29,3.34,6.93,4.57
2000-03-01,5.33,6.1,5.95
2000-03-02,7.44,5.53,3.76
2000-03-03,10.74,8.74,4.51
2000-03-04,11.68,3.71,7.32
2000-03-05,10.26,3.17,6.68
2000-03-06,6.24,4.0,6.99
2000-03-07,9.45,8.23,9.7
2000-03-08,5.26,10.92,9.89
2000-03-09,4.37,10.21,11.56
2000-03-10,4.84,10.32,5.68
2000-03-11,7.56,8.19,7.4
2000-03-12,6.86,7.57,3.61
2000-03-13,7.35,8.2,6.05
2000-03-14,5.98,9.73,8.91
2000-03-15,8.7,6.31,11.78
2000-03-16,7.65,6.87,5.94
2000-03-17,6.62,8.7,-0.86
2000-03-18,10.39,8.09,1.36
2000-03-19,11.99,7.19,3.87
2000-03-20,7.2,6.34,5.25
2000-03-21,7.11,7.59,6.17
2000-03-22,7.5,9.17,6.75
2000-03-23,12.12,10.65,10.53
2000-03-24,9.53,10.65,10.73
2000-03-25,7.89,9.08,12.83
2000-03-26,6.02,5.72,9.61
2000-03-27,9.33,5.31,11.56
2000-03-28,13.96,5.53,9.45
