Date,Tokyo,Paris,New York
1980-01-01,4.16,0.3,1.48
1980-01-02,4.06,-0.27,1.0
1980-01-03,7.12,-0.31,-3.23
1980-01-04,9.23,4.58,-1.81
1980-01-05,3.2,4.5,-4.31
1980-01-06,7.01,5.56,-0.79
1980-01-07,3.21,4.52,1.18
1980-01-08,2.03,2.14,-1.72
1980-01-09,4.49,1.04,-2.94
1980-01-10,5.94,0.38,3.85
1980-01-11,1.55,-1.01,5.23
1980-01-12,1.76,-2.88,-2.49
1980-01-13,1.67,-5.11,3.66
1980-01-14,0.44,-5.46,7.52
1980-01-15,2.97,-4.86,3.66
1980-01-16,3.78,-2.85,1.8
1980-01-17,4.19,-2.26,3.01
1980-01-18,2.87,-3.22,4.77
1980-01-19,3.38,0.75,3.1
1980-01-20,4.23,2.08,0.13
1980-01-21,2.82,4.17,0.85
1980-01-22,2.14,4.77,3.06
1980-01-23,4.1,4.73,-3.28
1980-01-24,3.85,4.62,-3.78
1980-01-25,3.93,2.94,-1.62
1980-01-26,5.51,1.58,-1.53
1980-01-27,7.68,0.18,-0.18
1980-01-28,10.83,0.2,-2.28
1980-01-29,7.92,1.58,-4.36
1980-01-30,6.87,7.96,-6.05
1980-01-31,5.11,9.22,-8.31
1980-02-01,3.55,4.81,-6.68
1980-02-02,4.77,7.03,-5.98
1980-02-03,4.86,8.02,-4.66
1980-02-04,5.26,9.79,-4.81
1980-02-05,2.4,9.65,-5.27
1980-02-06,0.68,8.1,-1.25
1980-02-07,1.41,7.5,-0.74
1980-02-08,2.13,8.38,-2.21
1980-02-09,2.57,9.83,-1.81
1980-02-10,3.54,8.35,-2.61
1980-02-11,2.58,5.86,-0.52
1980-02-12,5.1,4.38,-2.27
1980-02-13,3.1,4.73,-0.2
1980-02-14,2.66,4.81,-0.12
1980-02-15,3.75,6.53,0.96
1980-02-16,2.05,5.43,-5.31
1980-02-17,2.51,6.01,-5.48
1980-02-18,5.22,4.23,-0.71
1980-02-19,2.23,4.63,1.03
1980-02-20,4.27,5.79,4.02
1980-02-21,2.39,6.7,1.92
1980-02-22,2.8,7.1,3.19
1980-02-23,4.49,5.46,4.1
1980-02-24,5.89,4.95,2.5
1980-02-25,4.77,2.58,-1.84
1980-02-26,5.21,4.76,-5.06
1980-02-27,6.1,3.61,-3.43
1980-02-28,0.99,1.23,-8.07
1980-02-29,6.05,3.6,-10.44
1980-03-01,6.34,4.53,-7.4
1980-03-02,5.68,4.71,-5.19
1980-03-03,4.6,3.59,0.19
1980-03-04,7.5,2.57,3.53
1980-03-05,4.37,4.42,4.19
1980-03-06,4.39,7.24,3.08
1980-03-07,5.52,6.6,7.47
1980-03-08,5.85,5.56,6.3
1980-03-09,6.52,6.8,2.63
1980-03-10,8.52,5.34,4.35
1980-03-11,3.16,5.08,-1.6
1980-03-12,4.71,7.04,-2.43
1980-03-13,7.73,4.92,1.8
1980-03-14,6.21,4.17,1.28
1980-03-15,6.48,3.31,-0.36
1980-03-16,6.91,4.04,5.38
1980-03-17,8.76,4.74,9.41
1980-03-18,6.14,7.04,4.77
1980-03-19,4.79,8.09,6.62
1980-03-20,10.59,2.31,9.01
1980-03-21,7.54,1.16,5.12
1980-03-22,1.96,2.9,5.33
1980-03-23,4.69,3.79,5.88
1980-03-24,2.75,5.04,4.45
1980-03-25,6.56,5.92,5.33
1980-03-26,8.61,7.1,6.27
1980-03-27,9.46,12.68,5.71
1980-03-28,11.2,12.48,7.54
1980-03-29,14.14,8.37,8.17
1980-03-30,14.51,7.66,5.57
1980-03-31,14.77,9.59,5.23
1980-04-01,11.95,12.53,6.41
1980-04-02,9.42,7.92,8.82
1980-04-03,7.82,6.52,10.31
1980-04-04,12.28,4.45,9.24
1980-04-05,17.32,4.64,10.27
1980-04-06,17.57,5.5,9.64
1980-04-07,10.98,6.65,9.93
1980-04-08,12.99,6.13,11.68
1980-04-09,13.79,5.05,12.91
1980-04-10,9.33,8.47,12.47
1980-04-11,13.12,8.71,12.29
1980-04-12,16.83,10.56,14.03
1980-04-13,16.12,12.32,9.59
1980-04-14,13.59,13.84,13.88
1980-04-15,8.78,13.29,8.33
1980-04-16,9.5,14.17,5.34
1980-04-17,8.73,14.06,9.94
1980-04-18,11.79,9.6,11.54
1980-04-19,16.21,9.02,13.37
1980-04-20,17.65,5.56,15.24
1980-04-21,14.18,6.12,11.82
1980-04-22,14.38,6.38,10.38
1980-04-23,13.55,7.15,12.01
1980-04-24,12.36,8.31,11.63
1980-04-25,11.06,8.87,11.98
1980-04-26,12.64,7.43,11.35
1980-04-27,15.04,8.35,9.78
1980-04-28,16.73,8.42,10.06
1980-04-29,15.08,8.17,11.55
1980-04-30,14.46,9.21,12.99
1980-05-01,13.39,12.5,14.45
1980-05-02,15.1,10.26,15.1
1980-05-03,17.95,9.37,18.81
1980-05-04,19.52,8.35,18.66
1980-05-05,17.81,8.57,19.15
1980-05-06,15.67,9.2,15.02
1980-05-07,14.61,9.7,12.01
1980-05-08,16.72,8.98,12.18
1980-05-09,16.43,7.48,13.6
1980-05-10,16.89,11.03,15.42
1980-05-11,19.93,14.73,16.67
1980-05-12,20.88,18.42,19.5
1980-05-13,18.91,17.24,19.18
1980-05-14,21.0,15.76,15.01
1980-05-15,20.38,13.73,14.9
1980-05-16,13.2,12.28,17.05
1980-05-17,15.37,12.98,16.17
1980-05-18,14.21,13.9,18.91
1980-05-19,18.08,15.77,18.69
1980-05-20,20.15,13.84,14.79
1980-05-21,20.18,13.29,18.74
1980-05-22,20.35,13.6,22.53
1980-05-23,21.17,11.48,22.39
1980-05-24,21.08,10.04,20.74
1980-05-25,20.92,11.12,18.13
1980-05-26,21.82,13.5,17.65
1980-05-27,19.73,13.42,17.83
1980-05-28,20.73,13.18,18.25
1980-05-29,22.51,12.06,17.66
1980-05-30,21.46,11.89,19.19
1980-05-31,20.77,10.75,22.48
1980-06-01,21.92,11.92,23.59
1980-06-02,21.86,14.24,22.89
1980-06-03,22.61,18.08,20.58
1980-06-04,21.16,20.15,19.06
1980-06-05,22.2,20.71,19.62
1980-06-06,22.25,15.74,20.4
1980-06-07,23.65,13.8,20.55
1980-06-08,22.98,13.98,14.49
1980-06-09,23.09,15.4,14.49
1980-06-10,23.48,15.87,15.29
1980-06-11,22.02,14.85,16.32
1980-06-12,23.03,17.93,17.68
1980-06-13,23.47,20.65,18.71
1980-06-14,24.71,17.74,22.73
1980-06-15,23.97,16.13,19.59
1980-06-16,25.16,15.64,18.27
1980-06-17,25.56,13.56,18.3
1980-06-18,24.54,14.19,18.47
1980-06-19,21.16,15.18,17.81
1980-06-20,19.8,13.34,19.72
1980-06-21,20.12,12.35,21.12
1980-06-22,23.04,11.98,21.93
1980-06-23,23.62,13.06,23.54
1980-06-24,24.41,11.72,25.23
1980-06-25,24.89,12.85,23.12
1980-06-26,24.14,12.89,25.01
1980-06-27,24.76,13.13,22.33
1980-06-28,23.58,12.64,20.92
1980-06-29,19.96,13.79,21.77
1980-06-30,20.41,14.74,21.86
1980-07-01,20.04,12.9,23.41
1980-07-02,18.78,14.35,23.01
1980-07-03,22.54,15.4,24.69
1980-07-04,23.97,16.69,24.91
1980-07-05,23.67,16.21,23.16
1980-07-06,25.72,15.7,21.84
1980-07-07,25.19,15.43,22.08
1980-07-08,23.9,14.4,23.45
1980-07-09,22.01,12.98,23.84
1980-07-10,23.86,13.22,23.75
1980-07-11,22.81,13.76,24.34
1980-07-12,23.65,14.63,23.04
1980-07-13,23.5,13.19,24.31
1980-07-14,24.55,16.02,25.46
1980-07-15,25.08,14.05,27.86
1980-07-16,21.36,13.2,26.63
1980-07-17,21.61,14.67,27.01
1980-07-18,22.46,15.0,25.77
1980-07-19,25.14,16.48,28.53
1980-07-20,26.15,14.56,29.71
1980-07-21,26.37,13.95,27.59
1980-07-22,26.65,15.28,24.23
1980-07-23,27.19,18.48,24.41
1980-07-24,25.79,19.05,25.3
1980-07-25,25.83,22.82,26.4
1980-07-26,24.87,18.39,26.09
1980-07-27,22.77,18.11,24.8
1980-07-28,23.7,20.75,23.83
1980-07-29,23.41,20.02,25.05
1980-07-30,24.01,16.84,25.81
1980-07-31,24.21,18.6,25.65
1980-08-01,21.41,20.85,26.89
1980-08-02,20.8,24.27,27.44
1980-08-03,20.52,22.69,27.08
1980-08-04,21.38,19.23,27.68
1980-08-05,21.94,19.41,27.4
1980-08-06,21.48,17.61,27.93
1980-08-07,21.92,19.62,28.57
1980-08-08,21.33,19.54,28.95
1980-08-09,21.81,18.61,25.51
1980-08-10,23.11,18.82,25.52
1980-08-11,24.39,18.77,25.95
1980-08-12,24.86,16.7,24.98
1980-08-13,26.27,17.94,24.29
1980-08-14,26.86,22.01,25.18
1980-08-15,26.07,19.2,21.74
1980-08-16,23.04,17.18,20.97
1980-08-17,24.52,18.58,21.66
1980-08-18,24.92,17.62,22.37
1980-08-19,25.69,17.5,21.88
1980-08-20,24.35,17.66,20.25
1980-08-21,25.1,18.06,20.84
1980-08-22,24.18,14.14,22.62
1980-08-23,25.27,13.54,23.52
1980-08-24,26.14,13.21,24.35
1980-08-25,23.41,14.85,24.7
1980-08-26,20.89,16.52,26.5
1980-08-27,21.64,18.65,26.63
1980-08-28,24.48,18.95,22.42
1980-08-29,24.0,18.88,23.44
1980-08-30,24.81,16.92,25.39
1980-08-31,24.25,15.4,26.66
1980-09-01,24.46,13.83,27.99
1980-09-02,23.46,15.14,25.42
1980-09-03,24.06,17.93,23.41
1980-09-04,25.32,16.56,23.36
1980-09-05,25.84,15.64,24.11
1980-09-06,25.77,14.98,23.34
1980-09-07,25.92,16.68,21.68
1980-09-08,22.14,15.7,20.63
1980-09-09,22.1,13.72,22.72
1980-09-10,24.38,15.14,20.07
1980-09-11,27.67,15.92,21.38
1980-09-12,26.34,16.21,21.1
1980-09-13,24.85,14.6,23.05
1980-09-14,24.59,14.44,20.68
1980-09-15,24.85,15.25,17.2
1980-09-16,24.43,16.69,19.76
1980-09-17,24.83,16.5,21.22
1980-09-18,21.89,16.38,18.02
1980-09-19,21.02,19.45,19.84
1980-09-20,21.52,19.29,22.81
1980-09-21,22.44,17.25,25.39
1980-09-22,22.33,16.55,24.83
1980-09-23,18.82,16.01,17.25
1980-09-24,18.45,15.61,16.19
1980-09-25,17.63,16.09,19.11
1980-09-26,16.85,15.56,13.63
1980-09-27,15.2,16.96,15.25
1980-09-28,17.32,16.73,15.51
1980-09-29,17.75,15.68,17.05
1980-09-30,19.54,15.65,18.39
1980-10-01,18.74,14.67,18.66
1980-10-02,17.61,13.95,15.67
1980-10-03,17.11,11.09,14.59
1980-10-04,18.26,12.54,13.36
1980-10-05,19.72,11.23,13.29
1980-10-06,21.73,12.69,13.12
1980-10-07,21.18,13.01,14.77
1980-10-08,21.77,8.97,16.22
1980-10-09,17.77,7.61,11.23
1980-10-10,19.74,6.34,16.35
1980-10-11,20.76,9.08,12.63
1980-10-12,20.23,8.44,10.14
1980-10-13,20.29,6.93,9.08
1980-10-14,19.04,6.39,10.76
1980-10-15,17.71,9.23,13.82
1980-10-16,19.12,10.2,17.18
1980-10-17,21.01,9.84,19.32
1980-10-18,20.92,7.37,16.22
1980-10-19,21.38,6.93,12.73
1980-10-20,17.79,9.07,12.06
1980-10-21,17.08,9.35,11.79
1980-10-22,14.02,10.99,7.96
1980-10-23,13.53,12.24,7.73
1980-10-24,14.44,10.78,13.06
1980-10-25,17.41,8.57,8.56
1980-10-26,15.0,8.58,8.26
1980-10-27,13.8,14.02,9.74
1980-10-28,13.79,14.9,7.31
1980-10-29,11.55,11.89,6.75
1980-10-30,13.92,7.44,7.57
1980-10-31,11.37,5.7,9.4
1980-11-01,11.81,3.73,6.39
1980-11-02,9.61,0.77,5.63
1980-11-03,8.76,-1.93,11.09
1980-11-04,11.53,-1.62,10.12
1980-11-05,11.35,-1.13,5.39
1980-11-06,12.74,-0.07,10.33
1980-11-07,14.57,1.4,13.27
1980-11-08,10.99,5.57,6.97
1980-11-09,9.46,5.18,8.0
1980-11-10,10.68,1.24,3.6
1980-11-11,12.68,0.97,4.04
1980-11-12,16.09,1.9,6.07
1980-11-13,13.36,3.27,10.48
1980-11-14,9.73,5.45,7.61
1980-11-15,11.54,10.17,4.54
1980-11-16,11.3,12.82,0.58
1980-11-17,10.67,13.24,2.84
1980-11-18,12.08,10.25,2.18
1980-11-19,12.78,9.35,3.35
1980-11-20,14.26,10.43,3.96
1980-11-21,13.85,11.86,6.17
1980-11-22,13.27,10.98,4.43
1980-11-23,13.53,10.89,7.89
1980-11-24,12.77,8.97,9.0
1980-11-25,13.65,7.42,4.15
1980-11-26,12.53,4.84,2.28
1980-11-27,12.9,1.85,7.02
1980-11-28,12.81,2.33,4.85
1980-11-29,11.22,1.49,4.41
1980-11-30,11.14,-1.41,7.47
1980-12-01,11.65,-2.62,9.06
1980-12-02,11.85,-0.95,3.73
1980-12-03,15.21,2.51,-1.1
1980-12-04,9.2,2.97,-0.76
1980-12-05,7.67,4.98,0.56
1980-12-06,8.07,4.07,3.38
1980-12-07,9.34,0.78,8.24
1980-12-08,8.14,-2.3,9.73
1980-12-09,4.81,-3.54,4.53
1980-12-10,7.18,-0.05,0.09
1980-12-11,8.1,2.52,-0.86
1980-12-12,9.39,2.68,4.71
1980-12-13,5.26,6.87,0.03
1980-12-14,5.92,10.78,-4.02
1980-12-15,4.35,7.76,0.94
1980-12-16,5.6,3.34,-1.73
1980-12-17,6.11,2.41,-2.26
1980-12-18,5.4,3.92,1.45
1980-12-19,5.91,0.69,-7.81
1980-12-20,3.08,5.34,-6.93
1980-12-21,3.15,4.82,-5.82
1980-12-22,5.06,6.54,-1.53
1980-12-23,3.77,10.26,-0.92
1980-12-24,6.76,10.25,-11.22
1980-12-25,6.81,7.7,-11.28
1980-12-26,5.46,3.0,-5.39
1980-12-27,3.97,1.1,-0.11
1980-12-28,3.27,-3.83,2.65
1980-12-29,1.86,-1.1,3.63
1980-12-30,1.75,1.89,-6.4
1980-12-31,3.99,1.96,-4.29
1981-01-01,4.36,5.94,-1.57
1981-01-02,4.66,6.98,-6.96
1981-01-03,3.37,9.41,-11.24
1981-01-04,3.59,5.16,-9.56
1981-01-05,2.42,1.93,-5.03
1981-01-06,2.18,4.31,-0.06
1981-01-07,1.93,0.77,-9.6
1981-01-08,3.63,1.66,-11.56
1981-01-09,4.91,4.97,-7.33
1981-01-10,2.2,2.98,-12.08
1981-01-11,1.49,0.28,-14.95
1981-01-12,1.5,-1.18,-13.28
1981-01-13,-2.05,-0.49,-7.61
1981-01-14,1.02,3.0,-3.86
1981-01-15,3.93,3.85,-3.34
1981-01-16,2.17,2.93,-5.76
1981-01-17,1.56,5.5,-8.85
1981-01-18,2.77,4.78,0.19
1981-01-19,4.22,7.17,1.74
1981-01-20,2.11,4.27,-2.7
1981-01-21,1.92,1.71,-2.95
1981-01-22,1.98,5.37,1.42
1981-01-23,4.11,3.79,0.33
1981-01-24,4.08,1.58,-1.07
1981-01-25,3.47,6.03,2.01
1981-01-26,1.03,4.99,5.12
1981-01-27,2.34,5.26,1.86
1981-01-28,2.85,7.0,0.28
1981-01-29,3.86,1.6,-5.4
1981-01-30,2.99,1.54,-6.36
1981-01-31,4.17,2.9,-2.28
1981-02-01,2.88,2.36,7.97
1981-02-02,3.67,3.16,-4.33
1981-02-03,2.21,6.54,-7.89
1981-02-04,3.96,4.41,-8.92
1981-02-05,4.96,3.9,-4.69
1981-02-06,5.15,8.25,-0.69
1981-02-07,2.43,9.67,2.6
1981-02-08,4.68,8.48,-2.27
1981-02-09,5.57,6.07,-1.24
1981-02-10,5.65,4.05,9.78
1981-02-11,3.76,0.47,-0.82
1981-02-12,4.81,-0.24,-5.48
1981-02-13,8.18,-0.61,-2.31
1981-02-14,10.02,-1.3,0.36
1981-02-15,8.9,-1.06,2.57
1981-02-16,10.3,-1.09,7.35
1981-02-17,-0.44,0.71,9.75
1981-02-18,3.3,-0.21,7.82
1981-02-19,4.56,-0.49,10.43
1981-02-20,3.67,0.08,9.21
1981-02-21,4.38,-1.11,8.62
1981-02-22,4.3,-0.26,4.99
1981-02-23,2.95,0.3,8.62
1981-02-24,2.58,1.07,5.8
1981-02-25,1.54,0.29,5.55
1981-02-26,-1.24,0.55,5.92
1981-02-27,-0.29,3.83,3.99
1981-02-28,1.96,6.57,6.39
1981-03-01,3.85,7.05,4.93
1981-03-02,3.48,7.35,1.38
1981-03-03,6.82,6.39,-0.49
1981-03-04,7.79,3.11,0.89
1981-03-05,6.55,3.65,1.16
1981-03-06,6.2,7.82,1.68
1981-03-07,5.89,12.53,3.37
1981-03-08,8.6,13.08,5.08
1981-03-09,3.81,13.23,4.88
1981-03-10,4.58,14.55,3.27
1981-03-11,6.32,15.42,2.65
1981-03-12,5.25,11.59,6.61
1981-03-13,9.73,9.06,2.33
1981-03-14,8.95,7.54,2.97
1981-03-15,9.34,5.65,6.06
1981-03-16,7.16,5.18,-0.31
1981-03-17,6.22,2.0,-2.62
1981-03-18,9.98,3.85,-0.67
1981-03-19,13.66,6.25,-1.12
1981-03-20,13.7,9.6,1.81
1981-03-21,11.28,11.4,3.56
1981-03-22,11.42,10.69,3.16
1981-03-23,9.69,10.8,4.69
1981-03-24,9.72,12.47,4.85
1981-03-25,12.18,16.27,3.71
1981-03-26,11.51,11.43,7.91
1981-03-27,9.08,11.02,6.97
1981-03-28,10.53,12.56,11.2
1981-03-29,11.9,13.41,14.02
1981-03-30,8.59,11.39,14.95
1981-03-31,3.77,9.61,11.55
1981-04-01,6.81,8.99,12.14
1981-04-02,7.63,9.53,13.14
1981-04-03,11.54,10.07,15.86
1981-04-04,10.69,8.54,15.03
1981-04-05,11.33,6.13,9.39
1981-04-06,13.62,8.26,8.49
1981-04-07,12.77,11.26,11.72
1981-04-08,11.56,13.86,14.14
1981-04-09,13.92,13.79,12.8
1981-04-10,13.2,16.65,13.86
1981-04-11,15.91,16.98,13.04
1981-04-12,16.11,14.25,8.39
1981-04-13,10.42,15.14,8.8
1981-04-14,12.33,16.78,8.08
1981-04-15,14.33,14.99,8.06
1981-04-16,11.63,10.64,12.18
1981-04-17,12.83,8.59,16.81
1981-04-18,11.57,6.5,11.45
1981-04-19,11.63,4.81,11.36
1981-04-20,13.89,6.52,5.57
1981-04-21,13.61,6.65,7.38
1981-04-22,14.83,6.33,10.36
1981-04-23,17.03,4.92,13.37
1981-04-24,18.8,5.9,9.6
1981-04-25,15.06,7.26,10.5
1981-04-26,14.98,5.09,13.76
1981-04-27,17.34,4.18,14.51
1981-04-28,14.2,5.69,16.93
1981-04-29,18.63,9.44,14.77
1981-04-30,17.6,12.18,13.13
1981-05-01,18.68,9.74,11.56
1981-05-02,19.17,6.4,13.76
1981-05-03,17.87,6.0,15.9
1981-05-04,14.29,7.64,14.21
1981-05-05,17.13,9.12,15.0
1981-05-06,16.49,12.98,11.71
1981-05-07,15.23,15.55,12.89
1981-05-08,18.15,14.16,12.42
1981-05-09,18.98,15.91,13.54
1981-05-10,17.43,13.71,15.2
1981-05-11,17.38,11.05,15.91
1981-05-12,18.02,11.72,14.26
1981-05-13,16.36,11.21,16.58
1981-05-14,18.38,11.08,16.83
1981-05-15,18.24,12.89,16.37
1981-05-16,15.0,11.82,14.83
1981-05-17,13.08,10.98,13.61
1981-05-18,17.31,14.84,13.1
1981-05-19,14.55,18.1,14.89
1981-05-20,13.41,18.08,16.12
1981-05-21,16.57,15.99,16.37
1981-05-22,18.8,12.9,16.69
1981-05-23,20.7,12.67,19.98
1981-05-24,17.1,11.52,22.39
1981-05-25,19.33,11.6,22.86
1981-05-26,20.24,11.69,22.86
1981-05-27,18.6,11.35,19.85
1981-05-28,17.87,11.94,19.14
1981-05-29,19.7,15.79,21.06
1981-05-30,15.66,17.96,22.57
1981-05-31,16.17,18.28,18.56
1981-06-01,16.88,19.52,16.6
1981-06-02,18.07,18.54,17.06
1981-06-03,19.13,14.72,22.14
1981-06-04,18.99,14.18,22.83
1981-06-05,19.16,14.8,23.98
1981-06-06,19.96,17.15,22.7
1981-06-07,21.03,16.96,19.74
1981-06-08,21.39,16.98,23.75
1981-06-09,21.32,15.51,21.34
1981-06-10,21.23,14.01,21.48
1981-06-11,20.52,18.09,22.99
1981-06-12,21.01,16.52,22.49
1981-06-13,20.59,16.81,19.42
1981-06-14,20.08,20.67,19.96
1981-06-15,21.03,21.15,24.84
1981-06-16,21.87,14.43,25.77
1981-06-17,22.99,12.38,21.82
1981-06-18,21.27,12.06,22.05
1981-06-19,16.71,13.6,22.69
1981-06-20,17.09,14.18,23.01
1981-06-21,16.8,12.9,25.59
1981-06-22,20.1,12.93,23.16
1981-06-23,23.78,15.85,22.2
1981-06-24,20.89,15.3,24.74
1981-06-25,21.12,14.37,20.79
1981-06-26,21.49,12.53,19.81
1981-06-27,21.05,12.2,22.34
1981-06-28,20.82,10.16,23.88
1981-06-29,23.45,9.98,22.74
1981-06-30,21.32,13.31,21.73
1981-07-01,21.7,15.14,22.84
1981-07-02,21.3,15.74,22.97
1981-07-03,20.25,15.14,22.27
1981-07-04,22.13,15.44,23.26
1981-07-05,22.77,18.21,24.9
1981-07-06,24.82,17.82,27.08
1981-07-07,26.06,19.67,28.26
1981-07-08,26.82,22.45,29.73
1981-07-09,26.97,21.3,28.79
1981-07-10,26.96,18.39,26.77
1981-07-11,26.67,18.08,27.52
1981-07-12,27.02,17.13,27.77
1981-07-13,27.53,16.69,26.29
1981-07-14,27.46,18.27,23.23
1981-07-15,27.6,16.95,24.78
1981-07-16,28.13,17.58,25.24
1981-07-17,28.51,15.45,24.48
1981-07-18,28.16,13.25,24.94
1981-07-19,27.71,14.81,25.2
1981-07-20,27.3,17.38,26.53
1981-07-21,26.2,16.79,24.5
1981-07-22,25.0,16.51,22.2
1981-07-23,24.15,14.1,22.7
1981-07-24,24.86,13.18,23.1
1981-07-25,25.3,13.58,23.6
1981-07-26,25.66,14.57,26.04
1981-07-27,25.28,17.98,22.3
1981-07-28,26.35,18.39,24.2
1981-07-29,27.43,20.73,21.39
1981-07-30,26.68,21.34,23.55
1981-07-31,27.32,21.71,23.81
1981-08-01,27.34,19.48,23.74
1981-08-02,26.89,19.23,24.83
1981-08-03,26.59,20.33,25.42
1981-08-04,26.5,22.44,26.58
1981-08-05,25.04,24.43,24.88
1981-08-06,24.04,22.11,24.28
1981-08-07,24.4,19.14,22.83
1981-08-08,24.26,18.88,24.06
1981-08-09,26.32,16.9,26.35
1981-08-10,27.13,15.63,25.73
1981-08-11,27.19,15.14,23.9
1981-08-12,26.93,17.16,24.48
1981-08-13,24.7,19.8,24.43
1981-08-14,23.01,20.54,24.95
1981-08-15,23.6,21.88,25.1
1981-08-16,23.25,18.33,20.41
1981-08-17,23.69,14.59,20.83
1981-08-18,25.78,15.81,21.44
1981-08-19,26.62,16.37,20.62
1981-08-20,25.5,14.6,20.79
1981-08-21,25.16,14.75,20.44
1981-08-22,26.12,17.15,21.13
1981-08-23,25.64,16.3,22.39
1981-08-24,25.8,14.36,20.61
1981-08-25,26.23,16.01,18.86
1981-08-26,27.15,17.53,21.0
1981-08-27,26.48,17.31,22.4
1981-08-28,22.89,18.44,21.74
1981-08-29,26.0,18.88,21.76
1981-08-30,27.42,17.07,21.97
1981-08-31,27.5,17.03,21.66
1981-09-01,27.48,16.8,21.2
1981-09-02,26.55,16.29,20.78
1981-09-03,26.28,16.31,19.97
1981-09-04,25.3,15.71,19.89
1981-09-05,21.05,16.57,20.79
1981-09-06,21.53,17.89,21.01
1981-09-07,21.92,19.4,21.64
1981-09-08,20.92,19.09,19.48
1981-09-09,22.25,17.91,18.16
1981-09-10,21.05,18.98,21.86
1981-09-11,19.76,17.55,23.81
1981-09-12,19.19,15.12,22.51
1981-09-13,21.21,12.63,24.43
1981-09-14,20.7,13.86,22.1
1981-09-15,20.13,16.82,18.14
1981-09-16,19.35,15.56,17.57
1981-09-17,19.85,16.12,17.65
1981-09-18,20.24,14.77,16.3
1981-09-19,18.53,15.68,17.11
1981-09-20,19.64,19.62,16.36
1981-09-21,20.01,17.13,19.84
1981-09-22,20.81,15.22,14.63
1981-09-23,21.73,13.38,13.2
1981-09-24,22.67,13.54,15.65
1981-09-25,21.7,14.65,17.07
1981-09-26,21.19,14.28,19.5
1981-09-27,23.75,12.27,17.83
1981-09-28,20.32,11.62,12.97
1981-09-29,17.73,11.78,12.85
1981-09-30,19.81,14.3,12.11
1981-10-01,18.58,13.79,14.04
1981-10-02,19.53,13.02,10.85
1981-10-03,16.96,9.28,11.49
1981-10-04,19.72,11.46,15.37
1981-10-05,19.63,14.12,15.88
1981-10-06,20.2,15.76,14.44
1981-10-07,19.29,13.15,12.26
1981-10-08,19.61,12.7,10.91
1981-10-09,21.51,13.43,10.1
1981-10-10,18.85,12.24,10.16
1981-10-11,18.53,10.82,9.5
1981-10-12,17.8,8.52,9.83
1981-10-13,19.64,8.24,10.67
1981-10-14,17.03,8.56,10.97
1981-10-15,14.81,12.59,12.4
1981-10-16,14.91,9.33,11.33
1981-10-17,17.39,13.05,11.9
1981-10-18,18.06,13.34,11.03
1981-10-19,18.49,11.59,8.13
1981-10-20,15.65,10.15,11.78
1981-10-21,15.88,6.14,13.85
1981-10-22,18.36,5.74,15.95
1981-10-23,15.87,6.95,8.71
1981-10-24,13.42,6.51,8.87
1981-10-25,14.69,7.9,13.07
1981-10-26,13.79,5.97,15.6
1981-10-27,13.22,4.9,15.36
1981-10-28,14.78,8.39,10.05
1981-10-29,15.42,10.62,8.85
1981-10-30,14.7,10.9,9.7
1981-10-31,16.21,14.34,10.97
1981-11-01,16.13,14.24,12.69
1981-11-02,13.32,13.37,12.47
1981-11-03,16.28,12.47,11.51
1981-11-04,15.2,10.89,11.84
1981-11-05,12.46,8.55,14.04
1981-11-06,8.48,5.85,7.14
1981-11-07,9.31,4.5,8.11
1981-11-08,7.83,1.42,10.03
1981-11-09,5.44,0.78,5.34
1981-11-10,7.29,1.17,8.86
1981-11-11,9.75,4.18,5.94
1981-11-12,9.17,9.29,4.43
1981-11-13,10.05,7.97,8.15
1981-11-14,7.91,6.31,9.93
1981-11-15,9.57,1.89,10.39
1981-11-16,8.78,2.29,9.06
1981-11-17,7.13,5.78,9.77
1981-11-18,5.07,11.19,10.27
1981-11-19,7.93,12.79,10.91
1981-11-20,10.05,12.82,7.19
1981-11-21,6.94,11.58,5.36
1981-11-22,6.21,11.0,3.26
1981-11-23,8.06,10.36,2.42
1981-11-24,10.22,4.97,2.01
1981-11-25,7.49,2.62,1.71
1981-11-26,6.66,4.05,8.1
1981-11-27,7.81,6.57,6.56
1981-11-28,5.4,5.21,5.53
1981-11-29,5.18,4.54,2.37
1981-11-30,5.17,7.79,1.07
1981-12-01,4.72,4.46,9.53
1981-12-02,3.54,3.59,5.84
1981-12-03,4.94,4.48,4.46
1981-12-04,4.99,7.28,4.73
1981-12-05,8.11,4.64,2.27
1981-12-06,7.72,4.39,3.44
1981-12-07,6.06,6.21,4.23
1981-12-08,6.74,6.83,1.04
1981-12-09,6.91,2.06,-0.42
1981-12-10,5.54,3.08,-0.18
1981-12-11,6.41,5.02,1.51
1981-12-12,8.41,1.14,-0.16
1981-12-13,4.88,-0.73,-0.65
1981-12-14,3.12,6.77,1.99
1981-12-15,4.04,5.39,2.26
1981-12-16,6.07,0.28,-0.8
1981-12-17,5.64,3.43,1.16
1981-12-18,7.47,-0.52,-5.19
1981-12-19,9.84,-0.5,-7.25
1981-12-20,7.0,-1.8,-8.0
1981-12-21,7.12,2.76,0.47
1981-12-22,7.58,3.19,5.57
1981-12-23,8.47,2.34,3.25
1981-12-24,5.45,2.15,2.64
1981-12-25,4.42,1.95,-0.55
1981-12-26,5.64,0.47,2.76
1981-12-27,7.66,1.26,2.72
1981-12-28,9.69,5.06,3.81
